ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Borrowings,Patterns,Morpheme_Glosses
Pilaga-41_fall-1,,Pilaga,41_fall,n'aqañi,n+'aqa+ñi,n + ʔ a q a + ɲ i,,buckwalter2015;vidal2010;filipov1993,,,,,2100 1305 1304,,,"['_:3sg', 'fall', '_:dir']"
Pilaga-148_short-1,,Pilaga,148_short,sa halok,sa+halok,s a + h a l o k,,buckwalter2015;vidal2010;filipov1993,,,,,2102 2103,,,"['not', 'long']"
Pilaga-192_grass-1,,Pilaga,192_grass,hato',hato',h a t o ʔ,,buckwalter2015;vidal2010;filipov1993,,,,,674,,,[]
Pilaga-152_one-1,,Pilaga,152_one,onolek,on+ole+k,o n + o l e,,buckwalter2015;vidal2010;filipov1993,,,,,2113 2114 5950,,,"['one', '_:dim']"
Pilaga-135_two-1,,Pilaga,135_two,dosole,dosole,d o s o l e,,buckwalter2015;vidal2010;filipov1993,,,,,2119 2114,,,[]
Pilaga-15_long-1,,Pilaga,15_long,halok,halok,h a l o k,,buckwalter2015;vidal2010;filipov1993,,,,,187,,,[]
Pilaga-136_littlequantityfew-1,,Pilaga,136_littlequantityfew,yadaʕaq,yadaʕaq,j a d a ʕ a q,,buckwalter2015;vidal2010;filipov1993,,,,,3195,,,[]
Pilaga-147_muchmany-1,,Pilaga,147_muchmany,waʕaya't,waʕaya't,w a ʕ a j a ʔ t,,buckwalter2015;vidal2010;filipov1993,,,,,5960,,,[]
Pilaga-147_muchmany-2,,Pilaga,147_muchmany,wo'm,wo'm,w o ʔ m,,buckwalter2015;vidal2010;filipov1993,,,,,219,,,[]
Pilaga-39_sit-1,,Pilaga,39_sit,nes'oʕotañi,ne+s'oʕo+ta+ñi,n e + s ʔ o ʕ o + t a + ɲ i,,buckwalter2015;vidal2010;filipov1993,,,,,221 2138 1414 5961,,,"['_:3sg', 'sit', '_:asp', '_:dir']"
Pilaga-35_spider-1,,Pilaga,35_spider,kedoelapia',kedoe+l+apia',k e d o e + l + a p j a ʔ,,buckwalter2015;vidal2010;filipov1993,,,,,5966 289 572,,,"['jaguar', '_:poss', 'foot']"
Pilaga-35_spider-2,,Pilaga,35_spider,pachidiyaʕa,pachidiyaʕa,p a tʃ i d i j a ʕ a,,buckwalter2015;vidal2010;filipov1993,,,,,2148,,,[]
Pilaga-35_spider-3,,Pilaga,35_spider,pachidiyaʕa lat'edae,pachidiyaʕa l+at'e+dae,p a tʃ i d i j a ʕ a + l + a tˀ e + d a e,,buckwalter2015;vidal2010;filipov1993,,,,,2148 289 80 5966,,,"['spider', '_:poss', 'mother', '_:adj']"
Pilaga-126_liedown-1,,Pilaga,126_liedown,bichiñi,bichi+ñi,w i tʃ i + ɲ i,,buckwalter2015;vidal2010;filipov1993,,,,,2177 259,,,"['lie.down', '_:dir']"
Pilaga-126_liedown-2,,Pilaga,126_liedown,nenaeñi,nenae+ñi,n e n a e + ɲ i,,buckwalter2015;vidal2010;filipov1993,,,,,5979 259,,,"['lie.down', '_:dir']"
Pilaga-132_float-1,,Pilaga,132_float,daliki,d+aliki,d a + l i k i,,buckwalter2015;vidal2010;filipov1993,,,,,32 5982,,,"['_:3sg', 'float']"
Pilaga-128_flea-1,,Pilaga,128_flea,pioʕolapaʕat,pioʕo+l+apaʕat,p j o ʕ o + l + a p a ʕ a t,,buckwalter2015;vidal2010;filipov1993,,,,,287 289 290,,,"['dog', '_:poss', 'insect']"
Pilaga-166_deer-1,,Pilaga,166_deer,pelae,pelae,p e l ai,,buckwalter2015;vidal2010;filipov1993,,,,,4410,,,[]
Pilaga-42_hairhead-1,,Pilaga,42_hairhead,nayoʕot,n+ayoʕot,n + a j o ʕ o t,,buckwalter2015;vidal2010;filipov1993,,,,,1509 5991,,,"['_:poss', 'hair']"
Pilaga-254_penis-1,,Pilaga,254_penis,namo,na+mo,n + a m o,,buckwalter2015;vidal2010;filipov1993,,,,,5993 793,,,"['_:poss', 'penis']"
Pilaga-201_testicle-1,,Pilaga,201_testicle,lola,lo+la,l o + l a,,buckwalter2015;vidal2010;filipov1993,,,,,5437 184,,,"['_:poss', 'testicle']"
Pilaga-124_bed-1,,Pilaga,124_bed,n'ochaʕala',n+'och+aʕala',n + ʔ o tʃ + a ʕ a + l a ʔ,,buckwalter2015;vidal2010;filipov1993,,,,,1 2231 2233 2233,,,"['_:poss', 'sleep', '_:nmlz', '_:loc']"
Pilaga-143_plantvb-1,,Pilaga,143_plantvb,lañiise,l+añ+iise,l + a ɲ + iː s e,,buckwalter2015;vidal2010;filipov1993,,,,,6007 3494 2768,,,"['_:3sg', 'put', '_:?']"
Pilaga-123_burnvbintrans-1,,Pilaga,123_burnvbintrans,yawik,y+awik,j + a w i k,,buckwalter2015;vidal2010;filipov1993,,,,,2049 325,,,"['_:3sg', 'burn']"
Pilaga-169_knife-1,,Pilaga,169_knife,ganaʕat,ganaʕat,g a n a ʕ a t,,buckwalter2015;vidal2010;filipov1993,,,,,2819,,,[]
Pilaga-170_needle-1,,Pilaga,170_needle,nenaikaiyi,ne+naikaiyi,n e + n ai k ai j i,,buckwalter2015;vidal2010;filipov1993,,,,,1596 6021,,,"['_:poss', 'needle']"
Pilaga-209_oldman-1,,Pilaga,209_oldman,ya'aʕakachiyi,ya'aʕakachiyi,j a ʔ a ʕ a k a tʃ i j i,,buckwalter2015;vidal2010;filipov1993,,,,,355 6025,,,[]
Pilaga-151_twenty-1,,Pilaga,151_twenty,weinte y'aʕaik,weinte y'aʕaik,w ei n t e + j ʔ a ʕ ai k,,buckwalter2015;vidal2010;filipov1993,,,,,6026 3543,,,"['twenty', '?']"
Pilaga-159_cook-1,,Pilaga,159_cook,dewose,de+wose,d e + w o s e,,buckwalter2015;vidal2010;filipov1993,,,,,32 378,,,"['_:3sg', 'cook']"
Pilaga-210_oldwoman-1,,Pilaga,210_oldwoman,y'aʕena',y'aʕena',j ʔ a ʕ e n a ʔ,,buckwalter2015;vidal2010;filipov1993,,,,,6035,,,[]
Pilaga-142_sap-1,,Pilaga,142_sap,epaʕalcha',epaʕa+l+cha',e p a ʕ a + l + tʃ a ʔ,,buckwalter2015;vidal2010;filipov1993,,,,,119 289 906,,,"['tree', '_:poss', 'sap']"
Pilaga-36_spiderweb-1,,Pilaga,36_spiderweb,pachidiyaʕa lala',pachidiyaʕa l+ala',p a tʃ i d i j a ʕ a + l + a l a ʔ,,buckwalter2015;vidal2010;filipov1993,,,,,2148 289 2876,,,"['spider', '_:poss', '?']"
Pilaga-160_fox-1,,Pilaga,160_fox,waʕayaʕa,waʕayaʕa,w a ʕ a j a ʕ a,,buckwalter2015;vidal2010;filipov1993,,,,,940,,,[]
Pilaga-211_mule-1,,Pilaga,211_mule,mola,mola,m o l a,,buckwalter2015;vidal2010;filipov1993,,,,,953,,,[]
Pilaga-2_beehive-1,,Pilaga,2_beehive,l+'oʕon+ek,l+'oʕon+ek,l + ʔ o ʕ o n + e k,,buckwalter2015;vidal2010;filipov1993,,,,,3431 3638 6072,,,[]
Pilaga-40_borntobe-1,,Pilaga,40_borntobe,niyiñi,niyi+ñi,n i j i + ɲ i,,buckwalter2015;vidal2010;filipov1993,,,,,2990 6081 2338,,,"['be.born', '_:down']"
Pilaga-121_footprint-1,,Pilaga,121_footprint,napia'liñi,n+apia+'li+ñi,n + a p j a ʔ + l + i ɲ i,,buckwalter2015;vidal2010;filipov1993,,,,,6091 572 289 1855,,,"['_:poss', 'foot', '_:poss', 'mark']"
Pilaga-144_mute-1,,Pilaga,144_mute,qayawa 'te laqtaqa,qayawa'te l+aqtaqa,q a j a w a ʔ t e + l + a q t a q a,,buckwalter2015;vidal2010;filipov1993,,,,,2401 2402 6120 289 2404 5883,,,"['_:neg.ex', '_:poss', 'speech']"
Pilaga-134_itch-1,,Pilaga,134_itch,sikietpiye,sikietpiye,s i k j e + t p i j e,,buckwalter2015;vidal2010;filipov1993,,,,,2423,,,"['itch', '_:asp']"
Pilaga-127_cousin-1,,Pilaga,127_cousin,nay'olek,nay'+ole+k,n ai ʔ + o l e + k,,buckwalter2015;vidal2010;filipov1993,,,,,6130 2114 514,,,"['cousin', '_:dim', '_:masc']"
Pilaga-137_potter-1,,Pilaga,137_potter,alewa lo'o,alewa l+o'o,a l e w a + l + o ʔ o,,buckwalter2015;vidal2010;filipov1993,,,,,583 289 1104,,,"['earth', '_:poss', 'master']"
Pilaga-165_write-1,,Pilaga,165_write,dedaʕan,de+d+aʕan,d e + d + a ʕ a n,,buckwalter2015;vidal2010;filipov1993,,,,,32 4565 484,,,"['_:3sg', 'write', '_:val']"
Pilaga-122_altar-1,,Pilaga,122_altar,lek'oyoʕonaʕalate,le+k'oy+oʕon+aʕa+late,l e + kˀ oi + o ʕ o n + a ʕ a + l a t e,,buckwalter2015;vidal2010;filipov1993,,,,,6140 5633 6141 2233 19,,,"['_:poss', 'burn', '_:val', '_:nmlz', '_:loc']"
Quichua-163_see-1,,Quichua,163_see,ckáay,ckáa+y,q aː + j,,bravo1975,,,,,6154 3162,,,"['see', '_:inf']"
Quichua-37_husband-1,,Quichua,37_husband,ckosa,ckosa,q o s a,,bravo1975,,,,,555,,,[]
Quichua-38_wife-1,,Quichua,38_wife,huarmi,huarmi,w a r m i,,bravo1975,,,,,28,,,[]
Quichua-138_hear-1,,Quichua,138_hear,uyáriy,uyári+y,u j a r i + j,,bravo1975,,,,,5344 6155 6156,,,"['hear', '_:inf']"
Quichua-130_louse-1,,Quichua,130_louse,usa,usa,u s a,,bravo1975,,,,,2029,,,[]
Quichua-130_louse-2,,Quichua,130_louse,ita,ita,i t a,,bravo1975,,,,,2029,,,[]
Quichua-129_dog-1,,Quichua,129_dog,ashcko,ashcko,a ʃ q o,,bravo1975,,,,,1158,,,[]
Quichua-120_leg-1,,Quichua,120_leg,chunca,chunca,tʃ u ŋ k a,,bravo1975,,,,,3143,,,[]
Quichua-125_sleep-1,,Quichua,125_sleep,puñuy,puñu+y,p u ɲ u + j,,bravo1975,,,,,1175 6162,,,"['sleep', '_:inf']"
Quichua-44_feather-1,,Quichua,44_feather,lijra,lijra,l i x r a,,bravo1975,,,,,6166,,,[]
Quichua-139_earthgroundsoil-1,,Quichua,139_earthgroundsoil,ashpa,ashpa,a ʃ p a,,bravo1975,,,,,1187,,,[]
Quichua-154_four-1,,Quichua,154_four,taa,taa,t aː,,bravo1975,,,,,83,,,[]
Quichua-167_yellow-1,,Quichua,167_yellow,ckellu,ckellu,q e ʎ u,,bravo1975,,,,,6169,,,[]
Quichua-133_flyvb-1,,Quichua,133_flyvb,páay,páa+y,p aː + j,,bravo1975,,,,,591 1205,,,"['fly', '_:inf']"
Quichua-164_dust-1,,Quichua,164_dust,ashpa,ashpa,a ʃ p a,,bravo1975,,,,,6171,,,[]
Quichua-168_star-1,,Quichua,168_star,ckóllur,ckóllur,q o ʎ u r,,bravo1975,,,,,6172,,,[]
Quichua-145_nearadv-1,,Quichua,145_nearadv,ckaylla,ckaylla,q ai ʎ a,,bravo1975,,,,,5365,,,[]
Quichua-140_where-1,,Quichua,140_where,may,may,m ai,,bravo1975,,,,,1275,,,[]
Quichua-141_how-1,,Quichua,141_how,imainataj,ima+ina+taj,i m a + i n a + t a x,,bravo1975,,,,,3277 2579 2090,,,"['what', '_:comp', '_:emph']"
Quichua-153_three-1,,Quichua,153_three,quimsa,quimsa,k i m s a,,bravo1975,,,,,6186,,,[]
Quichua-146_faradv-1,,Quichua,146_faradv,caru,caru,k a r u,,bravo1975,,,,,3282,,,[]
Quichua-162_drink-1,,Quichua,162_drink,upiay,upia+y,u p j a + j,,bravo1975,,,,,6188 2586,,,"['drink', '_:inf']"
Quichua-253_flower-1,,Quichua,253_flower,sisa,sisa,s i s a,,bravo1975,,,,,1300,,,[]
Quichua-41_fall-1,,Quichua,41_fall,úrmay,úrma+y,u r m a + j,,bravo1975,,,,,6190 6191,,,"['fall', '_:inf']"
Quichua-149_five-1,,Quichua,149_five,pishcka,pishcka,p i ʃ q a,,bravo1975,,,,,6195,,,[]
Quichua-192_grass-1,,Quichua,192_grass,yuyu,yuyu,j u j u,,bravo1975,,,,,6197,,,[]
Quichua-192_grass-2,,Quichua,192_grass,ckora,ckora,q o r a,,bravo1975,,,,,1339,,,[]
Quichua-152_one-1,,Quichua,152_one,suj,suj,s u x,,bravo1975,,,,,6198,,,[]
Quichua-135_two-1,,Quichua,135_two,ishcay,ishcay,i ʃ k ai,,bravo1975,,,,,687,,,[]
Quichua-15_long-1,,Quichua,15_long,suni,suni,s u n i,,bravo1975,,,,,1366,,,[]
Quichua-136_littlequantityfew-1,,Quichua,136_littlequantityfew,aslla,aslla,a s ʎ a,,bravo1975,,,,,6210,,,[]
Quichua-136_littlequantityfew-2,,Quichua,136_littlequantityfew,utula,utula,u t u l a,,bravo1975,,,,,6211,,,[]
Quichua-147_muchmany-1,,Quichua,147_muchmany,chica,chica,tʃ i k a,,bravo1975,,,,,3382,,,[]
Quichua-147_muchmany-2,,Quichua,147_muchmany,ancha,ancha,a n tʃ a,,bravo1975,,,,,1408,,,[]
Quichua-147_muchmany-3,,Quichua,147_muchmany,ashca,ashca,a ʃ k a,,bravo1975,,,,,3382,,,[]
Quichua-39_sit-1,,Quichua,39_sit,tiacuy,tia+cu+y,t j a + k u + j,,bravo1975,,,,,1414 1415 2655,,,"['be.sit', '_:caus', '_:inf']"
Quichua-35_spider-1,,Quichua,35_spider,apasanca,apasanca,a p a s a ŋ k a,,bravo1975,,,,,6219,,,[]
Quichua-126_liedown-1,,Quichua,126_liedown,siriy,siri+y,s i r i + j,,bravo1975,,,,,258 6228,,,"['lie.down', '_:inf']"
Quichua-150_ten-1,,Quichua,150_ten,chunca,chunca,tʃ u ŋ k a,,bravo1975,,,,,1474,,,[]
Quichua-42_hairhead-1,,Quichua,42_hairhead,chujcha,chujcha,tʃ u x tʃ a,,bravo1975,,,,,1511,,,[]
Quichua-254_penis-1,,Quichua,254_penis,chinguilu,chinguilu,tʃ i ŋ g i l u,,bravo1975,,,,,4418,,,[]
Quichua-254_penis-2,,Quichua,254_penis,mackana,macka+na,m a q a + n a,,bravo1975,,,,,792 5993,,,"['hit', '_:nmlz']"
Quichua-254_penis-3,,Quichua,254_penis,pishcko,pishcko,p i ʃ q o,,bravo1975,,,,,4418,,,[]
Quichua-254_penis-4,,Quichua,254_penis,pinchi,pinchi,p i n tʃ i,,bravo1975,,,,,4418,,,[]
Quichua-254_penis-5,,Quichua,254_penis,pingo,pingo,p i ŋ g o,,bravo1975,,,,,4418,,,[]
Quichua-201_testicle-1,,Quichua,201_testicle,ckorota,ckorota,q o r o t a,,bravo1975,,,,,6239,,,[]
Quichua-201_testicle-2,,Quichua,201_testicle,'runtu,'runtu,r u n t u,,bravo1975,,,,,6239,,,[]
Quichua-124_bed-1,,Quichua,124_bed,puñuna,puñu+na,p u ɲ u + n a,,bravo1975,,,,,819 317,,,"['sleep', '_:loc']"
Quichua-123_burnvbintrans-1,,Quichua,123_burnvbintrans,láuray,láura+y,l a w r a + j,,bravo1975,,,,,327 2790,,,"['burn', '_:inf']"
Quichua-123_burnvbintrans-2,,Quichua,123_burnvbintrans,ninayay,nina+ya+y,n i n a + j a + j,,bravo1975,,,,,328 2790 6245,,,"['fire', '_:intr', '_:inf']"
Quichua-158_nine-1,,Quichua,158_nine,esckon,esckon,e s q o n,,bravo1975,,,,,6246,,,[]
Quichua-156_seven-1,,Quichua,156_seven,ckanchis,ckanchis,q a n tʃ i s,,bravo1975,,,,,6250,,,[]
Quichua-155_six-1,,Quichua,155_six,shojta,shojta,ʃ o x t a,,bravo1975,,,,,6252,,,[]
Quichua-209_oldman-1,,Quichua,209_oldman,morcko,morcko,m o r q o,,bravo1975,,,,,354,,,[]
Quichua-209_oldman-2,,Quichua,209_oldman,atun,atun,a t u n,,bravo1975,,,,,353,,,[]
Quichua-151_twenty-1,,Quichua,151_twenty,ishcay chunca,ishcay chunca,i ʃ k ai + tʃ u ŋ k a,,bravo1975,,,,,6259 1642,,,"['two', 'ten']"
Quichua-157_eight-1,,Quichua,157_eight,púsaj,púsaj,p u s a x,,bravo1975,,,,,886,,,[]
Quichua-159_cook-1,,Quichua,159_cook,yánuy,yánu+y,j a n u + j,,bravo1975,,,,,1699 901,,,"['cook', '_:inf']"
Quichua-210_oldwoman-1,,Quichua,210_oldwoman,paya,paya,p a j a,,bravo1975,,,,,6263,,,[]
Quichua-210_oldwoman-2,,Quichua,210_oldwoman,atun,atun,a t u n,,bravo1975,,,,,904,,,[]
Quichua-36_spiderweb-1,,Quichua,36_spiderweb,llica,llica,ʎ i k a,,bravo1975,,,,,5106,,,[]
Quichua-160_fox-1,,Quichua,160_fox,atoj,atoj,a t o x,,bravo1975,,,,,425,,,[]
Quichua-131_insect-1,,Quichua,131_insect,bichu,bichu,b i tʃ u,,bravo1975,,,,,6273,,,[]
Quichua-2_beehive-1,,Quichua,2_beehive,tíu simi,tíu simi,t i u + s i m i,,bravo1975,,,,,961 6277,,,[]
Quichua-121_footprint-1,,Quichua,121_footprint,saru,saru,s a r u,,bravo1975,,,,,1853,,,[]
Quichua-134_itch-1,,Quichua,134_itch,cáray,cára+y,k a r a + j,,bravo1975,,,,,5602 6323,,,"['itch', '_:inf']"
Quichua-134_itch-2,,Quichua,134_itch,shéjsiy,shéjsi+y,ʃ e x s i + j,,bravo1975,,,,,2423 6323,,,"['itch', '_:inf']"
Toba-163_see-1,,Toba,163_see,imeten,i+meten,i + m e t e n,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,1966 72,,,"['_:3sg', 'see']"
Toba-163_see-2,,Toba,163_see,ilo,i+lo,i + l o,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,1966 4073,,,"['_:3sg', 'see']"
Toba-163_see-3,,Toba,163_see,ỹauana,ỹ+auan+a,j + a w a n + a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,2133 4105 1144,,,"['_:3sg', 'see', '_:3O']"
Toba-37_husband-1,,Toba,37_husband,lhua,l+hua,l + w a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6 26,,,"['_:poss', 'spouse']"
Toba-37_husband-2,,Toba,37_husband,lamoxoua,l+amoxoua,l + a m o ʁ o w a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6 2019 26,,,"['_:poss', 'spouse']"
Toba-38_wife-1,,Toba,38_wife,lhua,l+hua,l + w a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6 29,,,"['_:poss', 'wife']"
Toba-38_wife-2,,Toba,38_wife,lamoxoua,l+amoxoua,l + a m o ʁ o w a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6 2019 29,,,"['_:poss', 'wife']"
Toba-138_hear-1,,Toba,138_hear,hua'aqa,hua'aqa,w a ʔ a q a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6335 34,,,[]
Toba-138_hear-2,,Toba,138_hear,noma,noma,n o m a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6336 2492,,,[]
Toba-130_louse-1,,Toba,130_louse,lalaxat,l+alaxat,l + a l a ʁ a t,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6 290,,,"['_:poss', 'louse']"
Toba-129_dog-1,,Toba,129_dog,pioq,pioq,p j o q,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,287,,,[]
Toba-120_leg-1,,Toba,120_leg,lchi,l+chi,l + tʃ i,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6 56,,,"['_:poss', 'leg']"
Toba-125_sleep-1,,Toba,125_sleep,do'ochi,do+'och+i,d o + ʔ o tʃ i,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,64 2231 1173,,,"['_:3sg', 'sleep']"
Toba-44_feather-1,,Toba,44_feather,laua,l+aua,l + a w a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6 739,,,"['_:poss', 'feather']"
Toba-44_feather-2,,Toba,44_feather,laue,l+aue,l + a w e,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6 239,,,"['_:poss', 'hair']"
Toba-139_earthgroundsoil-1,,Toba,139_earthgroundsoil,alhua,alhua,a l w a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,583,,,[]
Toba-139_earthgroundsoil-2,,Toba,139_earthgroundsoil,lma',l+ma',l + m a ʔ,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6 6338,,,"['_:poss', 'place']"
Toba-154_four-1,,Toba,154_four,cuatrolqa,cuatr+olqa,k w a t r o l q a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,4081 4269,,,[]
Toba-167_yellow-1,,Toba,167_yellow,qoñoxooic,qoñ+oxoi,q o ɲ i + o ʁ oi,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,88 4051 620 2405,,,"['yellow', '_:atr']"
Toba-167_yellow-2,,Toba,167_yellow,qovi,qovi,q o ʋ i,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,88,,,[]
Toba-133_flyvb-1,,Toba,133_flyvb,huaỹo,hu+aỹo,w + a j o,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,2059 1205,,,"['_:3sg', 'fly']"
Toba-164_dust-1,,Toba,164_dust,namoxoỹaxa,n+amox+o+ỹaxa,n + a m o ʁ o + j a ʁ a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,1 3856 1220 1219,,,"['_:poss', 'dusty', '_:nmlz']"
Toba-168_star-1,,Toba,168_star,huaqajñi,hu+aqaj+ñi,w a q a h ɲ i,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,2070 2071 2073,,,[]
Toba-145_nearadv-1,,Toba,145_nearadv,hueto'ot,hue+to+'ot,w e + t o + ʔ o t,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,3860 615 4626,,,"['stay', '_:dur', '_:below']"
Toba-145_nearadv-2,,Toba,145_nearadv,sa qaỹapque,sa qaỹapque,s a + q a j a p k e,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,3099 5365,,,"['not', 'far']"
Toba-43_leaf-1,,Toba,43_leaf,laue,l+aue,l + a w e,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6 239,,,"['_:poss', 'hair']"
Toba-140_where-1,,Toba,140_where,hua'ague,hua'a+gue,w a ʔ a + g e,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,2089 1275 3282,,,"['go', '_:loc']"
Toba-141_how-1,,Toba,141_how,hua'aco',hua'aco',w a ʔ a k o ʔ,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6350 3276 645,,,[]
Toba-141_how-2,,Toba,141_how,qachoxochi,qachoxochi,q a tʃ o ʁ o tʃ i,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,645,,,[]
Toba-153_three-1,,Toba,153_three,treesolqa,treesolqa,t r eː s o l q a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,2091 4269,,,[]
Toba-146_faradv-1,,Toba,146_faradv,qaỹata'ague,qaỹ+a+ta+'a+gue,q a j a + t a + ʔ a + g e,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,2093 5941 520 5942 3282,,,"['far', '_:dur', '_:loc']"
Toba-162_drink-1,,Toba,162_drink,nỹom,n+ỹom,n + j o m,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,1 2586,,,"['_:3sg', 'drink']"
Toba-253_flower-1,,Toba,253_flower,lauoxo,l+auoxo,l + a w o ʁ o,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6 141,,,"['_:poss', 'flower']"
Toba-253_flower-2,,Toba,253_flower,lasoviaxa,la+sovi+axa,l + a s o ʋ i + a ʁ a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,2051 1300 4987,,,"['_:poss', 'blossom', '_:nmlz']"
Toba-41_fall-1,,Toba,41_fall,huajñi; hua'aqteec; ilamaqañi; nalauec; najñi,huaj+ñi,w a h + ɲ i,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,2590 2132,,,"['fall', '_:dir']"
Toba-41_fall-2,,Toba,41_fall,huajñi; hua'aqteec; ilamaqañi; nalauec; najñi,hua'aq+te+ec,w a ʔ a q + t e + e k,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,2590 3289 1305,,,"['fall', '_:asp', '_:dir']"
Toba-41_fall-3,,Toba,41_fall,huajñi; hua'aqteec; ilamaqañi; nalauec; najñi,i+lamaq+a+ñi,i + l a m a q a + ɲ i,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,1966 1305 656 2132,,,"['_:3sg', 'fall', '_:dir']"
Toba-41_fall-4,,Toba,41_fall,huajñi; hua'aqteec; ilamaqañi; nalauec; najñi,na+la+uec,n a l a + w e k,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,1304 4874 6342,,,"['fall', '_:dir']"
Toba-41_fall-5,,Toba,41_fall,huajñi; hua'aqteec; ilamaqañi; nalauec; najñi,naj+ñi,n a h + ɲ i,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,2100 2132,,,"['fall', '_:dir']"
Toba-148_short-1,,Toba,148_short,pichisolec; saq aloc,pichis+ole+c,p i tʃ i s + o l e + k,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,661 291 2405,,,"['_:dim', '_:masc']"
Toba-148_short-2,,Toba,148_short,pichisolec; saq aloc,saq aloc,s a q + a l o k,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,6345 2103,,,"['not', 'long']"
Toba-149_five-1,,Toba,149_five,cincolqa,cincolqa,s i n k o l q a,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,5391 6356 5016,,,[]
Toba-192_grass-1,,Toba,192_grass,auaqpi,auaq+pi,a w a q + p i,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,2110 1608,,,"['grass', '_:pl']"
Toba-152_one-1,,Toba,152_one,oonolec,oon+ole+c,oː n + o l e,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,2113 291 2405,,,"['one', '_:dim']"
Toba-135_two-1,,Toba,135_two,dos,dos,d o s,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,2119,,,[]
Toba-15_long-1,,Toba,15_long,a+loc,a+loc,a + l o k,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,1364 187,,,['long']
Toba-15_long-2,,Toba,15_long,qalote+gue,qalote+gue,q a l o t e + g e,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,187 3282,,,['_:towards']
Toba-15_long-3,,Toba,15_long,qalochi+gui+ñi,qalochi+gui+ñi,q a l o tʃ i + g i + ɲ i,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,187 4367 2132,,,"['_:inside', '_:down']"
Toba-15_long-4,,Toba,15_long,qa+loc+sho'ole+c,qa+loc+sho'ole+c,q a + l o k + ʃ o ʔ o l e + k,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,688 187 6359 2405,,,"['long', '?', '_:masc']"
Toba-136_littlequantityfew-1,,Toba,136_littlequantityfew,cocho'oñic,cocho'oñic,k o tʃ o ʔ o ɲ i k,,buckwalter1980;martinez2009;cuneo2009;buckwalter2015c,,,,,3195 6367,,,[]
